level1	level2	level3	pathway_id	KO	gene	KO_name	EC
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12841	CHERP	calcium homeostasis endoplasmic reticulum protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12820	DHX15, PRP43	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12811	DDX46, PRP5	ATP-dependent RNA helicase DDX46/PRP5	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12838	PUF60	poly(U)-binding-splicing factor PUF60	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12840	RBM17, SPF45	splicing factor 45	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12839	SMNDC1, SPF30	survival of motor neuron-related-splicing factor 30	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12842	SR140	U2-associated protein SR140	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K19604	RP9, PAP-1	retinitis pigmentosa 9 protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24273	ZRSR	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K02180	BUB3	cell cycle arrest protein BUB3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K08818	CDC2L	cell division cycle 2-like	2.7.11.22
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13093	HTATSF1	HIV Tat-specific factor 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13094	RBM5_10	RNA-binding protein 5/10	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13095	SF1	splicing factor 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13096	SF4, SUGP1	splicing factor 4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13097	TET1	methylcytosine dioxygenase	1.14.11.80
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13098	TLS, FUS	RNA-binding protein FUS	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24052	RBM20	RNA-binding protein 20	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12621	LSM2	U6 snRNA-associated Sm-like protein LSm2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12622	LSM3	U6 snRNA-associated Sm-like protein LSm3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12623	LSM4	U6 snRNA-associated Sm-like protein LSm4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12624	LSM5	U6 snRNA-associated Sm-like protein LSm5	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12625	LSM6	U6 snRNA-associated Sm-like protein LSm6	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12626	LSM7	U6 snRNA-associated Sm-like protein LSm7	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12627	LSM8	U6 snRNA-associated Sm-like protein LSm8	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12843	PRPF3, PRP3	U4/U6 small nuclear ribonucleoprotein PRP3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12662	PRPF4, PRP4	U4/U6 small nuclear ribonucleoprotein PRP4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K09567	PPIH, CYPH	peptidyl-prolyl isomerase H (cyclophilin H)	5.2.1.8
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12844	PRPF31	U4/U6 small nuclear ribonucleoprotein PRP31	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12845	SNU13, NHP2L	U4/U6 small nuclear ribonucleoprotein SNU13	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K22611	SART3, TIP110	squamous cell carcinoma antigen recognized by T-cells 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12852	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12853	SNU114	114 kDa U5 small nuclear ribonucleoprotein component	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12855	PRPF6, PRP6	pre-mRNA-processing factor 6	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12856	PRPF8, PRP8	pre-mRNA-processing factor 8	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12857	SNRNP40, PRP8BP	Prp8 binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12854	SNRNP200, BRR2	pre-mRNA-splicing helicase BRR2	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12858	DDX23, PRP28	ATP-dependent RNA helicase DDX23/PRP28	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12859	TXNL4A, DIB1	U5 snRNP protein, DIM1 family	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13099	CD2BP2, PPP1R59	CD2 antigen cytoplasmic tail-binding protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K11984	SART1, HAF, SNU66	U4/U6.U5 tri-snRNP-associated protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12847	USP39, SAD1	U4/U6.U5 tri-snRNP-associated protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12846	SNRNP27	U4/U6.U5 tri-snRNP-associated protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12848	SNU23	U4/U6.U5 tri-snRNP component SNU23	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12849	PRPF38A	pre-mRNA-splicing factor 38A	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12850	PRPF38B	pre-mRNA-splicing factor 38B	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12851	PRP38	pre-mRNA-splicing factor 38	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13100	CWC22	pre-mRNA-splicing factor CWC22	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12813	DHX16	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13101	GPKOW	G patch domain and KOW motifs-containing protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K04455	HSPB1	heat shock protein beta-1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K10598	PPIL2, CYC4, CHP60	peptidyl-prolyl cis-trans isomerase-like 2	5.2.1.8
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12598	MTR4, SKIV2L2	ATP-dependent RNA helicase DOB1	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12814	PRP2	pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13104	ZNF830, CCDC16	zinc finger protein 830	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K10599	PRPF19, PRP19	pre-mRNA-processing factor 19	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12860	CDC5L, CDC5, CEF1	pre-mRNA-splicing factor CDC5/CEF1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12861	BCAS2	pre-mRNA-splicing factor SPF27	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12862	PLRG1, PRL1, PRP46	pleiotropic regulator 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12863	CWC15	protein CWC15	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12864	CTNNBL1	beta-catenin-like protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K03283	HSPA1_6_8	heat shock 70kDa protein 1/6/8	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12865	PQBP1, NPW38	polyglutamine-binding protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12866	WBP11, NPWBP	WW domain-binding protein 11	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K06063	SNW1, SKIIP, SKIP	SNW domain-containing protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12867	SYF1, XAB2	pre-mRNA-splicing factor SYF1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12868	SYF2	pre-mRNA-splicing factor SYF2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12869	CRN, CRNKL1, CLF1, SYF3	crooked neck	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12874	AQR	intron-binding protein aquarius	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12873	BUD31, G10	bud site selection protein 31	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12871	CCDC12	coiled-coil domain-containing protein 12	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12870	ISY1	pre-mRNA-splicing factor ISY1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K09564	PPIE	peptidyl-prolyl isomerase E (cyclophilin E)	5.2.1.8
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12733	PPIL1	peptidyl-prolyl cis-trans isomerase-like 1	5.2.1.8
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13105	PRCC	proline-rich protein PRCC	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12872	RBM22, SLT11	pre-mRNA-splicing factor RBM22/SLT11	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25780	KHDC4, BLOM7	kelch domain-containing protein 4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27398	CWC2	pre-mRNA-splicing factor CWC2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13106	BUD13, CWC26	pre-mRNA-splicing factor CWC26	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13107	RBMX2, IST3	RNA-binding motif protein, X-linked 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13108	SNIP1	smad nuclear-interacting protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13109	IK, RED, RER	IK cytokine	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13110	MFAP1	microfibrillar-associated protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13111	SMU1	WD40 repeat-containing protein SMU1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13112	THRAP3	thyroid hormone receptor-associated protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13113	UBL5, HUB1	ubiquitin-like protein 5	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13103	TFIP11	tuftelin-interacting protein 11	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12875	ACIN1, ACINUS	apoptotic chromatin condensation inducer in the nucleus	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12812	DDX39B, UAP56, SUB2	ATP-dependent RNA helicase UAP56/SUB2	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13025	EIF4A3, FAL1	ATP-dependent RNA helicase	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25178	CCDC174	coiled-coil domain-containing protein 174	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12877	MAGOH	protein mago nashi	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13114	PNN	pinin	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12876	RBM8A, Y14	RNA-binding protein 8A	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12878	THOC1	THO complex subunit 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12879	THOC2	THO complex subunit 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12880	THOC3	THO complex subunit 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12881	THOC4, ALY	THO complex subunit 4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12816	CDC40, PRP17	pre-mRNA-processing factor 17	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12817	PRPF18, PRP18	pre-mRNA-splicing factor 18	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12819	SLU7	pre-mRNA-processing factor SLU7	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12818	DHX8, PRP22	ATP-dependent RNA helicase DHX8/PRP22	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12815	DHX38, PRP16	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24594	RSRC1	arginine/serine-rich coiled-coil protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12734	PPIL3	peptidyl-prolyl cis-trans isomerase-like 3	5.2.1.8
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12735	PPIL4	peptidyl-prolyl cis-trans isomerase-like 4	5.2.1.8
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K09566	PPIG	peptidyl-prolyl isomerase G (cyclophilin G)	5.2.1.8
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12736	PPWD1	peptidylprolyl isomerase domain and WD repeat-containing protein 1	5.2.1.8
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12737	SDCCAG10	peptidyl-prolyl cis-trans isomerase SDCCAG10	5.2.1.8
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12898	HNRNPF_H	heterogeneous nuclear ribonucleoprotein F/H	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13161	HNRNPR	heterogeneous nuclear ribonucleoprotein R	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12895	RALY, HNRNPCL2	RNA-binding protein Raly	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13115	CCDC130	coiled-coil domain-containing protein 130	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13116	DDX41, ABS	ATP-dependent RNA helicase DDX41	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13117	DHX35	ATP-dependent RNA helicase DDX35	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13118	DGCR14	protein DGCR14	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13119	FAM50, XAP5	protein FAM50	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13120	FAM32A	protein FAM32A	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13121	FRA10AC1	protein FRA10AC1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13122	FRG1	protein FRG1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13123	GPATCH1	G patch domain-containing protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13124	MORG1	mitogen-activated protein kinase organizer 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13125	NOSIP	nitric oxide synthase-interacting protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13126	PABPC	polyadenylate-binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13127	RNF113A, CWC24	RING finger protein 113A	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13128	ZCCHC8	zinc finger CCHC domain-containing protein 8	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25058	CACTIN	cactin	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25059	SDE2	replication stress response regulator SDE2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K26159	PRKRIP1	PRKR-interacting protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13129	SMN	survival motor neuron protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13130	GEMIN2, SIP1	gem associated protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13131	DDX20, GEMIN3	ATP-dependent RNA helicase DDX20	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13132	GEMIN4	gem associated protein 4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13133	GEMIN5	gem associated protein 5	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13134	GEMIN6, SIP2	gem associated protein 6	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13135	GEMIN7, SIP3	gem associated protein 7	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13136	GEMIN8	gem associated protein 8	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13137	STRAP, UNRIP	serine-threonine kinase receptor-associated protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13138	INTS1	integrator complex subunit 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13139	INTS2	integrator complex subunit 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13140	INTS3	integrator complex subunit 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13141	INTS4	integrator complex subunit 4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13142	INTS5	integrator complex subunit 5	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13143	INTS6, DDX26	integrator complex subunit 6	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13144	INTS7	integrator complex subunit 7	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13145	INTS8	integrator complex subunit 8	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13146	INTS9	integrator complex subunit 9	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13147	INTS10	integrator complex subunit 10	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13148	CPSF3L, INTS11	integrator complex subunit 11	3.1.27.-
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13149	INTS12	integrator complex subunit 12	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13150	COIL, CLN80	coilin	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13151	SNUPN, RNUT1	snurportin-1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K23093	USB1	U6 snRNA phosphodiesterase	3.1.4.-
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K05019	CLNS1A	chloride channel, nucleotide-sensitive, 1A	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14292	TGS1	trimethylguanosine synthase	2.1.1.-
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13180	INTS6L, DDX26B	integrator complex subunit 6-like	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K06874	ZPR1	zinc finger protein ZPR1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13152	ZMAT5	U11/U12 small nuclear ribonucleoprotein 20 kDa protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13153	SNRNP25	U11/U12 small nuclear ribonucleoprotein 25 kDa protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13154	ZCRB1	U11/U12 small nuclear ribonucleoprotein 31 kDa protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13155	SNRNP35	U11/U12 small nuclear ribonucleoprotein 35 kDa protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13156	SNRNP48	U11/U12 small nuclear ribonucleoprotein 48 kDa protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13157	RNPC3	U11/U12 small nuclear ribonucleoprotein 65 kDa protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24824	RBM48	RNA-binding protein 48	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24825	ARMC7	armadillo repeat-containing protein 7	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24826	CRIPT	cysteine-rich PDZ-binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24827	SCNM1	sodium channel modifier 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K26160	CENATAC	centrosomal AT-AC splicing factor	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12894	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13158	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13044	HNRNPABD	heterogeneous nuclear ribonucleoprotein A/B/D	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13159	HNRNPL	heterogeneous nuclear ribonucleoprotein L	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13160	SYNCRIP, HNRNPQ	heterogeneous nuclear ribonucleoprotein Q	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13162	PCBP2	poly(rC)-binding protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13163	MSL1	male-specific lethal 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13164	MSL2	male-specific lethal 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K03102	SQD	squid	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12899	SRSF11, SFRS11	serine/arginine-rich splicing factor 11	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13165	SREK1, SFRS12	splicing regulatory glutamine/lysine-rich protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13166	SUGP2, SFRS14	SURP and G-patch domain-containing protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13167	SCAF4, SFRS15	SR-related and CTD-associated factor 4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13168	CLASRP, SFRS16	CLK4-associating serine/arginine rich protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13169	AKAP17, SFRS17	A-kinase anchor protein 17	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13170	PNISR, SFRS18	arginine/serine-rich protein PNISR	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25101	SRSF12	serine/arginine-rich splicing factor 12	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13171	SRRM1, SRM160	serine/arginine repetitive matrix protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13172	SRRM2, SRM300	serine/arginine repetitive matrix protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13173	ARGLU1	arginine and glutamate-rich protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K23718	SON	protein SON	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25057	PSIP1, LEDGF	PC4 and SFRS1-interacting protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25781	ILDR1	immunoglobulin-like domain-containing receptor 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25782	ILDR2	immunoglobulin-like domain-containing receptor 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K26076	ZRANB2	zinc finger Ran-binding domain-containing protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13174	THOC5	THO complex subunit 5	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13175	THOC6	THO complex subunit 6	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13176	THOC7	THO complex subunit 7	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13177	DDX1	ATP-dependent RNA helicase DDX1	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K11594	DDX3X, bel	ATP-dependent RNA helicase DDX3X	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K17642	DDX3Y	ATP-dependent RNA helicase DDX3Y	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13178	DDX17	ATP-dependent RNA helicase DDX17	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13179	DDX18, HAS1	ATP-dependent RNA helicase DDX18/HAS1	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13181	DDX27, DRS1	ATP-dependent RNA helicase DDX27	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13182	DDX39	ATP-dependent RNA helicase DDX39	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K17043	DDX43	ATP-dependent RNA helicase DDX43	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13183	DDX50	ATP-dependent RNA helicase DDX50	5.6.2.7
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13184	DHX9	ATP-dependent RNA/DNA helicase DHX9	5.6.2.6 5.6.2.4
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13185	DHX30	ATP-dependent RNA helicase DHX30	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K18994	DHX32	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K20099	YTHDC2	ATP-dependent RNA helicase YTHDC2	5.6.2.6
