level1	level2	level3	pathway_id	KO	gene	KO_name	EC
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K26077	ISE2, EMB25	ATP-dependent RNA helicase ISE2	5.6.2.6
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14433	DQX1	ATP-dependent helicase	5.6.2.-
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13186	RBM3	RNA-binding protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13187	RBM4	RNA-binding protein 4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13188	RBM7	RNA-binding protein 7	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25005	RBM11	splicing regulator RBM11	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24526	RBM12	RNA-binding protein 12	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13189	RBM14	RNA-binding protein 14	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13190	RBM15	RNA-binding protein 15	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13191	RBM16, SCAF8	RNA-binding protein 16	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24527	RBM18	RNA-binding protein 18	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25006	RBM24_38	RNA-binding protein 24/38	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13192	RBM26	RNA-binding protein 26	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13193	RBM27	RNA-binding protein 27	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25090	RBMY1	RNA-binding motif protein, Y chromosome, family 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25091	RBPMS	RNA-binding protein with multiple splicing	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K12968	ADAR, ADAR1	double-stranded RNA-specific adenosine deaminase	3.5.4.37
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13194	ADARB	double stranded RNA-specific editase B	3.5.-.-
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K11586	CBX3, HP1G	chromobox protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13195	CIRBP	cold-inducible RNA-binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K06099	CSDA, ZONAB	cold shock domain protein A	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13196	DPF2, REQ	zinc finger protein ubi-d4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K17391	IGF2BP1	insulin-like growth factor 2 mRNA-binding protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13197	IGF2BP3	insulin-like growth factor 2 mRNA-binding protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13198	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K17843	KHDRBS2, SLM1	KH domain-containing, RNA-binding, signal transduction-associated protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14942	KHDRBS3, SLM2	KH domain-containing, RNA-binding, signal transduction-associated protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14943	MBNL	muscleblind	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14944	NOVA	RNA-binding protein Nova	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14945	QKI	protein quaking	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14946	RBFOX, FOX	RNA binding protein fox-1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13199	SERBP1	plasminogen activator inhibitor 1 RNA-binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13200	STRBP	spermatid perinuclear RNA-binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13201	TIA1, TIAL1	nucleolysin TIA-1/TIAR	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13202	TOE1	target of EGR1 protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13203	ZFR	zinc finger RNA-binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13204	ZNF326	zinc finger protein 326	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K20100	YTHDC1	YTH domain-containing protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25931	NKAP	NF-kappa-B-activating protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13205	AAR2, C20orf4	A1 cistron-splicing factor AAR2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13206	CCDC55	coiled-coil domain-containing protein 55	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K23561	CLK1_4	dual specificity protein kinase CLK1/4	2.7.12.1
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K08823	CLK2_3	dual specificity protein kinase CLK2/3	2.7.12.1
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13207	CUGBP, BRUNOL, CELF	CUG-BP- and ETR3-like factor	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K02177	BRU	bruno	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K09526	DNAJC6	DnaJ homolog subfamily C member 6	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K09528	DNAJC8	DnaJ homolog subfamily C member 8	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K09533	DNAJC13	DnaJ homolog subfamily C member 13	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13208	ELAVL2_3_4	ELAV like protein 2/3/4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14947	ESRP1_2	epithelial splicing regulatory protein 1/2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13209	EWSR1	RNA-binding protein EWS	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13210	FUBP	far upstream element-binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13211	GCFC	GC-rich sequence DNA-binding factor	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13212	LUC7L2	RNA-binding protein Luc7-like 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13213	MATR3	matrin 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13214	NONO, NRB54	non-POU domain-containing octamer-binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24993	PSPC1	paraspeckle component 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13219	SFPQ, PSF	splicing factor, proline- and glutamine-rich	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13215	NRIP2	nuclear receptor-interacting protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K06269	PPP1C	serine/threonine-protein phosphatase PP1 catalytic subunit	3.1.3.16
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13216	PPP1R8, NIPP1	nuclear inhibitor of protein phosphatase 1	3.1.4.-
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K02516	PRMT5, HSL7	type II protein arginine methyltransferase	2.1.1.320
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K08827	PRPF4B	serine/threonine-protein kinase PRP4	2.7.11.1
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13217	PRPF39, PRP39	pre-mRNA-processing factor 39	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24999	RAVER1	ribonucleoprotein PTB-binding 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13218	PTBP1, PTB	polypyrimidine tract-binding protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14948	PTBP2, NPTB	polypyrimidine tract-binding protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K17844	PTBP3, ROD1	polypyrimidine tract-binding protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K15409	SRPK1	serine/threonine-protein kinase SRPK1	2.7.11.1
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K08831	SRPK2	serine/threonine-protein kinase SRPK2	2.7.11.1
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K10884	XRCC6, KU70, G22P1	ATP-dependent DNA helicase 2 subunit 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13220	WBP4, FBP21	WW domain-binding protein 4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K13221	WDR77, MEP50	methylosome protein 50	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K23966	CCNL	cyclin L	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K18328	DBR1	lariat debranching enzyme	3.1.-.-
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24939	CWF19L1, DRN1	CWF19-like protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K24940	CWF19L2	CWF19-like protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K25092	SAFB	scaffold attachment factor B	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27707	CRS1	chloroplastic group IIA intron splicing facilitator CRS1, chloroplastic	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27711	CRS2	chloroplastic group IIB intron splicing facilitator CRS2, chloroplastic	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27708	CFM	CRM-domain containing factor CFM, chloroplastic	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27709	CAF1	CRS2-associated factor 1, chloroplastic	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27710	CAF2	CRS2-associated factor 2, chloroplastic	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14276	U1snRNA	U1 spliceosomal RNA	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14277	U2snRNA	U2 spliceosomal RNA	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14278	U4snRNA	U4 spliceosomal RNA	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14279	U5snRNA	U5 spliceosomal RNA	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K14280	U6snRNA	U6 spliceosomal RNA	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K26388	RNU4ATAC	U4 atac small nuclear RNA	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K26387	RNU6ATAC	U6atac small nuclear RNA	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27200	SNORD7	small nucleolar RNA SNORD7	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27201	SNORD8_9	small nucleolar RNA SNORD8/9	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27206	SNORD10	small nucleolar RNA SNORD10	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K26386	SNORD115	small nucleolar RNA SNORD115	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27152	SCARNA1, ACA35	small Cajal body-specific RNA 1	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27161	SCARNA2	small Cajal body-specific RNA 2	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27153	SCARNA4, ACA26	small Cajal body-specific RNA 4	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27154	SCARNA6, SCARNA5	small Cajal body-specific RNA 6	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27166	SCARNA7, U90	small Cajal body-specific RNA 7	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27167	SCARNA8, U92	small Cajal body-specific RNA 8	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27168	SCARNA9	small Cajal body-specific RNA 9	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27155	SCARNA10, U85	small Cajal body-specific RNA 10	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27156	SCARNA11, ACA57	small Cajal body-specific RNA 11	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27157	SCARNA12, U89	small Cajal body-specific RNA 12	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27169	SCARNA13, U93	small Cajal body-specific RNA 13	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27170	SCARNA14, U100	small Cajal body-specific RNA 14	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27158	SCARNA15, ACA45	small Cajal body-specific RNA 15	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27159	SCARNA16, ACA47	small Cajal body-specific RNA 16	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27171	SCARNA17, U91	small Cajal body-specific RNA 17	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27172	SCARNA18, U109	small Cajal body-specific RNA 18	NA
Brite Hierarchies	Protein families: genetic information processing	Spliceosome	ko03041	K27160	SCARNA24, SCARNA23	small Cajal body-specific RNA 24	NA
